biosequence_name	is_covering	presence_level	probability	confidence	n_observations	norm_PSMs_per_100K	n_distinct_peptides	chromosome	genetic_locus	start_in_chromosome	end_in_chromosome	strand	relationship_phrase	reference_biosequence	represented_by_biosequence_id	group_number	seq_unique_prots_in_group	protein_group_seq_align_link	is_keratin	is_immunoglobulin	biosequence_description	organism_full_name
P08579	C	canonical	  1.000	  1.000	25	  3.522	9	20	20p12.1	16710629	16722421	+			P08579	106	1				RU2B_HUMAN U2 small nuclear ribonucleoprotein B'' OS=Homo sapiens GN=SNRPB2 PE=1 SV=1 CONCAT=3	Homo sapiens
Q5TGY3	C	canonical	  1.000	  1.000	3	  0.060	3	1	1p36.11	27860546	27930102	-			Q5TGY3	107	1				AHDC1_HUMAN AT-hook DNA-binding motif-containing protein 1 OS=Homo sapiens GN=AHDC1 PE=1 SV=1 CONCAT=2	Homo sapiens
Q16864	C	canonical	  1.000	  1.000	12	  2.656	6	7	7q32.1	128502880	128505897	+			Q16864	108	2				VATF_HUMAN V-type proton ATPase subunit F OS=Homo sapiens GN=ATP6V1F PE=1 SV=2 CONCAT=3	Homo sapiens
O14498	C	canonical	  1.000	  1.000	5	  0.456	4	15	15q24.1	74466012	74469213	+			O14498	109	3				ISLR_HUMAN Immunoglobulin superfamily containing leucine-rich repeat protein OS=Homo sapiens GN=ISLR PE=1 SV=1 CONCAT=7	Homo sapiens
Q13042	C	canonical	  1.000	  1.000	7	  0.374	5	13	13q34	115000536	115038150	+			Q13042	110	5				CDC16_HUMAN Cell division cycle protein 16 homolog OS=Homo sapiens GN=CDC16 PE=1 SV=2 CONCAT=1	Homo sapiens
Q10589	C	canonical	  1.000	  1.000	9	  1.395	2	19	19p13.11	17513748	17516457	-			Q10589	111	3				BST2_HUMAN Bone marrow stromal antigen 2 OS=Homo sapiens GN=BST2 PE=1 SV=1 CONCAT=6	Homo sapiens
Q9BQ48	C	canonical	  1.000	  1.000	2	  0.620	2	19	19p13.11	17416477	17417652	+			Q9BQ48	112	2				RM34_HUMAN 39S ribosomal protein L34, mitochondrial OS=Homo sapiens GN=MRPL34 PE=1 SV=1	Homo sapiens
Q8WUA2	C	canonical	  1.000	  1.000	13	  0.775	8	6	6q25.1	149825869	149867174	-			Q8WUA2	113	1				PPIL4_HUMAN Peptidyl-prolyl cis-trans isomerase-like 4 OS=Homo sapiens GN=PPIL4 PE=1 SV=1 CONCAT=1	Homo sapiens
P22670	C	canonical	  1.000	  1.000	5	  0.204	4	19	19p13.12	14072350	14117097	-			P22670	114	1				RFX1_HUMAN MHC class II regulatory factor RFX1 OS=Homo sapiens GN=RFX1 PE=1 SV=2 CONCAT=2	Homo sapiens
P53365	C	canonical	  1.000	  1.000	4	  0.365	3	11	11p15.4	6496910	6502542	-			P53365	115	5				ARFP2_HUMAN Arfaptin-2 OS=Homo sapiens GN=ARFIP2 PE=1 SV=1 CONCAT=1	Homo sapiens
Q9NQZ2	C	canonical	  1.000	  1.000	3	  0.291	3	4	4q13.3	71554196	71556267	+			Q9NQZ2	116	1				SAS10_HUMAN Something about silencing protein 10 OS=Homo sapiens GN=UTP3 PE=1 SV=1 CONCAT=3	Homo sapiens
O95218	C	canonical	  1.000	  1.000	8	  0.689	7	1	1p31.1	71529020	71546694	-			O95218	117	2				ZRAB2_HUMAN Zinc finger Ran-binding domain-containing protein 2 OS=Homo sapiens GN=ZRANB2 PE=1 SV=2 CONCAT=2	Homo sapiens
Q9H0N5	C	canonical	  1.000	  1.000	11	  2.131	5	5	5q31.1	134240596	134296967	+			Q9H0N5	118	3				PHS2_HUMAN Pterin-4-alpha-carbinolamine dehydratase 2 OS=Homo sapiens GN=PCBD2 PE=1 SV=4 CONCAT=1	Homo sapiens
Q9BQ69	C	canonical	  1.000	  1.000	116	 12.839	20	11	11q13.1	63766030	63933533	-			Q9BQ69	119	1				MACD1_HUMAN O-acetyl-ADP-ribose deacetylase MACROD1 OS=Homo sapiens GN=MACROD1 PE=1 SV=2 CONCAT=1	Homo sapiens
O43310	C	canonical	  1.000	  1.000	3	  0.126	3	18	18q21.1	46065417	46389588	+			O43310	120	3				CTIF_HUMAN CBP80/20-dependent translation initiation factor OS=Homo sapiens GN=CTIF PE=1 SV=1 CONCAT=4	Homo sapiens
Q9UBB5	C	canonical	  1.000	  1.000	2	  0.155	2	18	18q21.2	51679079	51751158	-			Q9UBB5	121	2				MBD2_HUMAN Methyl-CpG-binding domain protein 2 OS=Homo sapiens GN=MBD2 PE=1 SV=1 CONCAT=1	Homo sapiens
Q9Y5U9	C	canonical	  1.000	  1.000	15	  5.811	2	18	18q21.1	44681413	44702745	-			Q9Y5U9	122	1				IR3IP_HUMAN Immediate early response 3-interacting protein 1 OS=Homo sapiens GN=IER3IP1 PE=1 SV=1 CONCAT=4	Homo sapiens
Q02413	C	canonical	  1.000	  1.000	6	  0.202	5	18	18q12.1	28898052	28936992	+			Q02413	123	1				DSG1_HUMAN Desmoglein-1 OS=Homo sapiens GN=DSG1 PE=1 SV=2 CONCAT=20	Homo sapiens
P62072	C	canonical	  1.000	  1.000	11	  2.435	5	11	11q12.1	57295936	57298238	-			P62072	124	1				TIM10_HUMAN Mitochondrial import inner membrane translocase subunit Tim10 OS=Homo sapiens GN=TIMM10 PE=1 SV=1 CONCAT=1	Homo sapiens
Q96EL3	C	canonical	  1.000	  1.000	12	  2.324	6	2	2p13.1	74699085	74700449	-			Q96EL3	125	1				RM53_HUMAN 39S ribosomal protein L53, mitochondrial OS=Homo sapiens GN=MRPL53 PE=1 SV=1 CONCAT=3	Homo sapiens
Q9H9J2	C	canonical	  1.000	  1.000	24	  1.859	7	2	2q36.1	224822121	224832431	+			Q9H9J2	126	1				RM44_HUMAN 39S ribosomal protein L44, mitochondrial OS=Homo sapiens GN=MRPL44 PE=1 SV=1 CONCAT=6	Homo sapiens
P82933	C	canonical	  1.000	  1.000	22	  1.420	10	2	2q12.1	105654441	105716418	+			P82933	127	1				RT09_HUMAN 28S ribosomal protein S9, mitochondrial OS=Homo sapiens GN=MRPS9 PE=1 SV=2 CONCAT=3	Homo sapiens
Q96L96	C	canonical	  1.000	  1.000	12	  0.196	10	15	15q25.3	85359911	85416713	+			Q96L96	128	1				ALPK3_HUMAN Alpha-protein kinase 3 OS=Homo sapiens GN=ALPK3 PE=2 SV=2 CONCAT=19	Homo sapiens
Q9BSH4	C	canonical	  1.000	  1.000	50	  5.165	11	17	17q23.3	61678231	61685725	+			Q9BSH4	129	1				TACO1_HUMAN Translational activator of cytochrome c oxidase 1 OS=Homo sapiens GN=TACO1 PE=1 SV=1 CONCAT=2	Homo sapiens
P04921	C	canonical	  1.000	  1.000	3	  1.162	3	2	2q14.3	127413509	127454246	+			P04921	130	3				GLPC_HUMAN Glycophorin-C OS=Homo sapiens GN=GYPC PE=1 SV=1 CONCAT=8	Homo sapiens
Q9BX68	C	canonical	  1.000	  1.000	69	  9.719	9	9	9p13.3	35812957	35815018	-			Q9BX68	131	1				HINT2_HUMAN Histidine triad nucleotide-binding protein 2, mitochondrial OS=Homo sapiens GN=HINT2 PE=1 SV=1 CONCAT=4	Homo sapiens
P10109	C	canonical	  1.000	  1.000	9	  0.996	7	11	11q22.3	110300607	110335605	+			P10109	132	1				ADX_HUMAN Adrenodoxin, mitochondrial OS=Homo sapiens GN=FDX1 PE=1 SV=1 CONCAT=3	Homo sapiens
Q9UL25	C	canonical	  1.000	  1.000	158	 18.832	15	12	12q21.1	72148654	72184699	+			Q9UL25	133	1				RAB21_HUMAN Ras-related protein Rab-21 OS=Homo sapiens GN=RAB21 PE=1 SV=3 CONCAT=5	Homo sapiens
Q96FV9	C	canonical	  1.000	  1.000	4	  0.163	3	18	18p11.32	214521	268027	-			Q96FV9	134	2				THOC1_HUMAN THO complex subunit 1 OS=Homo sapiens GN=THOC1 PE=1 SV=1 CONCAT=1	Homo sapiens
Q9UQ03	C	canonical	  1.000	  1.000	2	  0.124	2	15	15q23	68871308	69020145	+			Q9UQ03	135	2				COR2B_HUMAN Coronin-2B OS=Homo sapiens GN=CORO2B PE=2 SV=4 CONCAT=3	Homo sapiens
O75339	C	canonical	  1.000	  1.000	39	  0.975	10	15	15q22.31	65488337	65503826	-			O75339	136	1				CILP1_HUMAN Cartilage intermediate layer protein 1 OS=Homo sapiens GN=CILP PE=1 SV=4 CONCAT=19	Homo sapiens
Q14767	C	canonical	  1.000	  1.000	28	  0.594	13	14	14q24.3	74964873	75079034	-			Q14767	137	3				LTBP2_HUMAN Latent-transforming growth factor beta-binding protein 2 OS=Homo sapiens GN=LTBP2 PE=1 SV=3 CONCAT=9	Homo sapiens
O95857	C	canonical	  1.000	  1.000	2	  0.344	2	7	7p21.1	16793160	16824161	+			O95857	138	1				TSN13_HUMAN Tetraspanin-13 OS=Homo sapiens GN=TSPAN13 PE=2 SV=1 CONCAT=1	Homo sapiens
P49790	C	canonical	  1.000	  1.000	19	  0.439	12	6	6p22.3	17615269	17706618	-			P49790	139	5				NU153_HUMAN Nuclear pore complex protein Nup153 OS=Homo sapiens GN=NUP153 PE=1 SV=2 CONCAT=9	Homo sapiens
Q7L5N7	C	canonical	  1.000	  1.000	3	  0.155	3	16	16q12.2	55542910	55620582	+			Q7L5N7	140	2				PCAT2_HUMAN Lysophosphatidylcholine acyltransferase 2 OS=Homo sapiens GN=LPCAT2 PE=1 SV=1 CONCAT=2	Homo sapiens
Q9UKL0	C	canonical	  1.000	  1.000	7	  0.434	5	14	14q32.31	103059233	103196912	+			Q9UKL0	141	2				RCOR1_HUMAN REST corepressor 1 OS=Homo sapiens GN=RCOR1 PE=1 SV=1 CONCAT=1	Homo sapiens
O75113	C	canonical	  1.000	  1.000	7	  0.213	6	16	16q12.1	48572637	48644120	-			O75113	142	1				N4BP1_HUMAN NEDD4-binding protein 1 OS=Homo sapiens GN=N4BP1 PE=1 SV=4 CONCAT=1	Homo sapiens
Q9BS26	C	canonical	  1.000	  1.000	89	  6.567	25	9	9q31.1	102741461	102861322	-			Q9BS26	143	1				ERP44_HUMAN Endoplasmic reticulum resident protein 44 OS=Homo sapiens GN=ERP44 PE=1 SV=1 CONCAT=6	Homo sapiens
P55011	C	canonical	  1.000	  1.000	12	  0.332	10	5	5q23.3	127419458	127525380	+			P55011	144	3				S12A2_HUMAN Solute carrier family 12 member 2 OS=Homo sapiens GN=SLC12A2 PE=1 SV=1 CONCAT=1	Homo sapiens
Q8N129	C	canonical	  1.000	  1.000	21	  2.712	11	7	7q22.1	99717236	99723134	+			Q8N129	145	1				CNPY4_HUMAN Protein canopy homolog 4 OS=Homo sapiens GN=CNPY4 PE=2 SV=1 CONCAT=7	Homo sapiens
P52907	C	canonical	  1.000	  1.000	245	 29.202	22	1	1p13.2	113161795	113214241	+			P52907	146	1				CAZA1_HUMAN F-actin-capping protein subunit alpha-1 OS=Homo sapiens GN=CAPZA1 PE=1 SV=3 CONCAT=2	Homo sapiens
Q712K3	C	canonical	  1.000	  1.000	2	  0.282	2	9	9p13.3	33817565	33920402	+			Q712K3	147	1				UB2R2_HUMAN Ubiquitin-conjugating enzyme E2 R2 OS=Homo sapiens GN=UBE2R2 PE=1 SV=1 CONCAT=1	Homo sapiens
P13671	C	canonical	  1.000	  1.000	10	  0.310	8	5	5p13.1	41142336	41261540	-			P13671	148	2				CO6_HUMAN Complement component C6 OS=Homo sapiens GN=C6 PE=1 SV=3 CONCAT=9	Homo sapiens
Q96C86	C	canonical	  1.000	  1.000	55	  4.485	18	11	11q24.2	126173647	126215644	+			Q96C86	149	1				DCPS_HUMAN m7GpppX diphosphatase OS=Homo sapiens GN=DCPS PE=1 SV=2 CONCAT=3	Homo sapiens
Q9HCM4	C	canonical	  1.000	  1.000	2	  0.094	2	2	2q14.2	120770581	120936695	+			Q9HCM4	150	4				E41L5_HUMAN Band 4.1-like protein 5 OS=Homo sapiens GN=EPB41L5 PE=1 SV=3 CONCAT=3	Homo sapiens
Q15042	C	canonical	  1.000	  1.000	17	  0.488	13	2	2q21.3	135809835	135928276	+			Q15042	151	3				RB3GP_HUMAN Rab3 GTPase-activating protein catalytic subunit OS=Homo sapiens GN=RAB3GAP1 PE=1 SV=3 CONCAT=3	Homo sapiens
Q9C0I1	C	canonical	  1.000	  1.000	6	  0.232	4	5	5p13.3	32229714	32313075	-			Q9C0I1	152	3				MTMRC_HUMAN Myotubularin-related protein 12 OS=Homo sapiens GN=MTMR12 PE=1 SV=2 CONCAT=1	Homo sapiens
Q9H4A6	C	canonical	  1.000	  1.000	6	  0.547	3	5	5p13.3	32124810	32174456	-			Q9H4A6	153	2				GOLP3_HUMAN Golgi phosphoprotein 3 OS=Homo sapiens GN=GOLPH3 PE=1 SV=1 CONCAT=1	Homo sapiens
O95487	C	canonical	  1.000	  1.000	35	  1.179	19	4	4q25	110354971	110462052	+			O95487	154	3				SC24B_HUMAN Protein transport protein Sec24B OS=Homo sapiens GN=SEC24B PE=1 SV=2 CONCAT=3	Homo sapiens
Q9NP58	C	canonical	  1.000	  1.000	5	  0.194	4	2	2q35	220074490	220083712	-			Q9NP58	155	3				ABCB6_HUMAN ATP-binding cassette sub-family B member 6, mitochondrial OS=Homo sapiens GN=ABCB6 PE=1 SV=1 CONCAT=11	Homo sapiens
O43677	C	canonical	  1.000	  1.000	8	  2.479	2	4	4q31.1	140211092	140216957	-			O43677	156	1				NDUC1_HUMAN NADH dehydrogenase [ubiquinone] 1 subunit C1, mitochondrial OS=Homo sapiens GN=NDUFC1 PE=2 SV=1 CONCAT=4	Homo sapiens
O43709	C	canonical	  1.000	  1.000	4	  0.620	2	7	7q11.23	73097898	73112542	+			O43709	157	3				WBS22_HUMAN Ribosome biogenesis methyltransferase WBSCR22 OS=Homo sapiens GN=WBSCR22 PE=1 SV=2 CONCAT=1	Homo sapiens
Q9UER7	C	canonical	  1.000	  1.000	3	  0.172	3	6	6p21.32	33286335	33290787	-			Q9UER7	158	5				DAXX_HUMAN Death domain-associated protein 6 OS=Homo sapiens GN=DAXX PE=1 SV=2 CONCAT=1	Homo sapiens
P51884	C	canonical	  1.000	  1.000	1085	 98.894	30	12	12q21.33	91496406	91505608	-			P51884	159	1				LUM_HUMAN Lumican OS=Homo sapiens GN=LUM PE=1 SV=2 CONCAT=7	Homo sapiens
P55081	C	canonical	  1.000	  1.000	11	  0.897	10	15	15q15.3	44096690	44117000	-			P55081	160	1				MFAP1_HUMAN Microfibrillar-associated protein 1 OS=Homo sapiens GN=MFAP1 PE=1 SV=2 CONCAT=2	Homo sapiens
Q7Z2Z2	C	canonical	  1.000	  1.000	17	  0.488	12	15	15q25.2	82422571	82555104	-			Q7Z2Z2	161	2				ETUD1_HUMAN Elongation factor Tu GTP-binding domain-containing protein 1 OS=Homo sapiens GN=EFTUD1 PE=1 SV=2 CONCAT=4	Homo sapiens
Q92908	C	canonical	  1.000	  1.000	4	  0.295	4	18	18q11.2	19749404	19782491	+			Q92908	162	2				GATA6_HUMAN Transcription factor GATA-6 OS=Homo sapiens GN=GATA6 PE=1 SV=2 CONCAT=13	Homo sapiens
Q96F63	C	canonical	  1.000	  1.000	4	  0.387	3	19	19q13.2	41816094	41830788	+			Q96F63	163	1				CCD97_HUMAN Coiled-coil domain-containing protein 97 OS=Homo sapiens GN=CCDC97 PE=1 SV=1 CONCAT=1	Homo sapiens
Q9NVM1	C	canonical	  1.000	  1.000	4	  1.240	3	1	1p34.3	36787632	36789755	-			Q9NVM1	164	1				EVA1B_HUMAN Protein eva-1 homolog B OS=Homo sapiens GN=EVA1B PE=1 SV=1 CONCAT=1	Homo sapiens
P36382	C	canonical	  1.000	  1.000	3	  0.273	2	1	1q21.2	147228332	147245484	-			P36382	165	1				CXA5_HUMAN Gap junction alpha-5 protein OS=Homo sapiens GN=GJA5 PE=1 SV=3 CONCAT=6	Homo sapiens
P31949	C	canonical	  1.000	  1.000	50	 12.912	11	1	1q21.3	152004982	152009511	-			P31949	166	1				S10AB_HUMAN Protein S100-A11 OS=Homo sapiens GN=S100A11 PE=1 SV=2 CONCAT=2	Homo sapiens
Q9Y2H5	C	canonical	  1.000	  1.000	10	  0.292	7	1	1q32.1	204187979	204329044	-			Q9Y2H5	167	2				PKHA6_HUMAN Pleckstrin homology domain-containing family A member 6 OS=Homo sapiens GN=PLEKHA6 PE=1 SV=4 CONCAT=3	Homo sapiens
O60462	C	canonical	  1.000	  1.000	4	  0.117	3	2	2q33.3	0	0	 			O60462	168	8				NRP2_HUMAN Neuropilin-2 OS=Homo sapiens GN=NRP2 PE=1 SV=2 CONCAT=10	Homo sapiens
Q5HYI8	C	canonical	  1.000	  1.000	2	  0.258	2	3	3q13.33	120405528	120461384	-			Q5HYI8	169	1				RABL3_HUMAN Rab-like protein 3 OS=Homo sapiens GN=RABL3 PE=1 SV=1 CONCAT=1	Homo sapiens
Q96I23	C	canonical	  1.000	  1.000	3	  0.930	2	4	4q22.1	89442136	89444964	-			Q96I23	170	1				PREY_HUMAN Protein preY, mitochondrial OS=Homo sapiens GN=PYURF PE=1 SV=1 CONCAT=4	Homo sapiens
Q9BRX2	C	canonical	  1.000	  1.000	4	  0.282	3	5	5q11.2	52083774	52099880	+			Q9BRX2	171	1				PELO_HUMAN Protein pelota homolog OS=Homo sapiens GN=PELO PE=1 SV=2 CONCAT=2	Homo sapiens
Q9BW72	C	canonical	  1.000	  1.000	18	  9.297	4	5	5q35.2	175815748	175816772	+			Q9BW72	172	1				HIG2A_HUMAN HIG1 domain family member 2A, mitochondrial OS=Homo sapiens GN=HIGD2A PE=1 SV=1 CONCAT=1	Homo sapiens
Q9BQJ4	C	canonical	  1.000	  1.000	4	  0.885	3	X	Xp21.1	34645181	34675405	-			Q9BQJ4	173	1				TMM47_HUMAN Transmembrane protein 47 OS=Homo sapiens GN=TMEM47 PE=1 SV=1 CONCAT=1	Homo sapiens
Q9NX14	C	canonical	  1.000	  1.000	59	  9.142	10	X	Xp11.23	47001619	47004437	-			Q9NX14	174	3				NDUBB_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial OS=Homo sapiens GN=NDUFB11 PE=1 SV=1 CONCAT=4	Homo sapiens
Q53H82	C	canonical	  1.000	  1.000	18	  1.743	11	8	8q13.3	71549491	71581392	-			Q53H82	175	1				LACB2_HUMAN Beta-lactamase-like protein 2 OS=Homo sapiens GN=LACTB2 PE=1 SV=2 CONCAT=1	Homo sapiens
Q8IWB1	C	canonical	  1.000	  1.000	2	  0.097	2	10	10q25.1	106071901	106093663	-			Q8IWB1	176	1				IPRI_HUMAN Inositol 1,4,5-trisphosphate receptor-interacting protein OS=Homo sapiens GN=ITPRIP PE=1 SV=1 CONCAT=6	Homo sapiens
O94919	C	canonical	  1.000	  1.000	3	  0.172	3	11	11q21	94822974	94865809	+			O94919	177	1				ENDD1_HUMAN Endonuclease domain-containing 1 protein OS=Homo sapiens GN=ENDOD1 PE=1 SV=2 CONCAT=8	Homo sapiens
Q01970	C	canonical	  1.000	  1.000	7	  0.178	7	11	11q13.1	64018995	64035393	+			Q01970	178	2				PLCB3_HUMAN 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3 OS=Homo sapiens GN=PLCB3 PE=1 SV=2 CONCAT=3	Homo sapiens
Q16619	C	canonical	  1.000	  1.000	2	  0.344	2	16	16p11.2	30907928	30914881	+			Q16619	179	2				CTF1_HUMAN Cardiotrophin-1 OS=Homo sapiens GN=CTF1 PE=1 SV=1 CONCAT=2	Homo sapiens
Q14185	C	canonical	  1.000	  1.000	26	  0.391	21	10	10q26.2	128593978	129250781	+			Q14185	180	2				DOCK1_HUMAN Dedicator of cytokinesis protein 1 OS=Homo sapiens GN=DOCK1 PE=1 SV=2 CONCAT=2	Homo sapiens
Q8WUH6	C	canonical	  1.000	  1.000	6	  1.549	5	12	12q23.3	107349500	107367762	+			Q8WUH6	181	1				TM263_HUMAN Transmembrane protein 263 OS=Homo sapiens GN=TMEM263 PE=1 SV=1 CONCAT=1	Homo sapiens
Q8N128	C	canonical	  1.000	  1.000	2	  0.238	2	14	14q13.2	35515609	35552589	+			Q8N128	182	3				F177A_HUMAN Protein FAM177A1 OS=Homo sapiens GN=FAM177A1 PE=1 SV=1 CONCAT=1	Homo sapiens
Q8N442	C	canonical	  1.000	  1.000	5	  0.215	4	4	4p12	44680446	44702943	+			Q8N442	183	1				GUF1_HUMAN Translation factor GUF1, mitochondrial OS=Homo sapiens GN=GUF1 PE=1 SV=1 CONCAT=5	Homo sapiens
Q8WXD5	C	canonical	  1.000	  1.000	2	  0.443	2	2	2p22.1	39005327	39012142	+			Q8WXD5	184	1				GEMI6_HUMAN Gem-associated protein 6 OS=Homo sapiens GN=GEMIN6 PE=1 SV=1 CONCAT=2	Homo sapiens
P56199	C	canonical	  1.000	  1.000	35	  0.875	25	5	5q11.2	52083730	52255040	+			P56199	185	1				ITA1_HUMAN Integrin alpha-1 OS=Homo sapiens GN=ITGA1 PE=1 SV=2 CONCAT=10	Homo sapiens
Q8NF37	C	canonical	  1.000	  1.000	9	  0.558	6	5	5p15.33	1461538	1524092	-			Q8NF37	186	1				PCAT1_HUMAN Lysophosphatidylcholine acyltransferase 1 OS=Homo sapiens GN=LPCAT1 PE=1 SV=2 CONCAT=1	Homo sapiens
Q96BN8	C	canonical	  1.000	  1.000	4	  0.282	3	5	5p15.2	14664857	14699820	+			Q96BN8	187	1				OTUL_HUMAN Ubiquitin thioesterase otulin OS=Homo sapiens GN=OTULIN PE=1 SV=3 CONCAT=4	Homo sapiens
Q9P0U4	C	canonical	  1.000	  1.000	2	  0.115	2	18	18q21.1	47808713	47814674	-			Q9P0U4	188	2				CXXC1_HUMAN CXXC-type zinc finger protein 1 OS=Homo sapiens GN=CXXC1 PE=1 SV=2 CONCAT=1	Homo sapiens
Q8TEQ6	C	canonical	  1.000	  1.000	19	  0.355	12	5	5q33.2	154266976	154317769	-			Q8TEQ6	189	1				GEMI5_HUMAN Gem-associated protein 5 OS=Homo sapiens GN=GEMIN5 PE=1 SV=3 CONCAT=3	Homo sapiens
O95429	C	canonical	  1.000	  1.000	2	  0.182	2	8	8p11.23	38034117	38070819	+			O95429	190	2				BAG4_HUMAN BAG family molecular chaperone regulator 4 OS=Homo sapiens GN=BAG4 PE=1 SV=1 CONCAT=1	Homo sapiens
Q02221	C	canonical	  1.000	  1.000	37	 11.466	16	16	16p11.2	31439052	31439749	-			Q02221	191	1				CX6A2_HUMAN Cytochrome c oxidase subunit 6A2, mitochondrial OS=Homo sapiens GN=COX6A2 PE=2 SV=2 CONCAT=4	Homo sapiens
Q9UP38	C	canonical	  1.000	  1.000	4	  0.214	4	7	7q21.13	90893783	90898123	+			Q9UP38	192	1				FZD1_HUMAN Frizzled-1 OS=Homo sapiens GN=FZD1 PE=1 SV=2 CONCAT=6	Homo sapiens
O60841	C	canonical	  1.000	  1.000	32	  0.902	20	2	2q11.2	99953816	100017789	+			O60841	193	1				IF2P_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens GN=EIF5B PE=1 SV=4 CONCAT=4	Homo sapiens
Q7Z7H8	C	canonical	  1.000	  1.000	8	  1.033	5	17	17q21.32	45900827	45907039	-			Q7Z7H8	194	2				RM10_HUMAN 39S ribosomal protein L10, mitochondrial OS=Homo sapiens GN=MRPL10 PE=1 SV=3 CONCAT=5	Homo sapiens
Q9BW30	C	canonical	  1.000	  1.000	70	  9.860	16	16	16q22.1	67423728	67427421	-			Q9BW30	195	1				TPPP3_HUMAN Tubulin polymerization-promoting protein family member 3 OS=Homo sapiens GN=TPPP3 PE=1 SV=1 CONCAT=2	Homo sapiens
P04080	C	canonical	  1.000	  1.000	84	 26.031	11	21	21q22.3	45192393	45196326	-			P04080	196	1				CYTB_HUMAN Cystatin-B OS=Homo sapiens GN=CSTB PE=1 SV=2 CONCAT=3	Homo sapiens
O75095	C	canonical	  1.000	  1.000	6	  0.143	4	1	1p36.32	3406484	3448012	-			O75095	197	4				MEGF6_HUMAN Multiple epidermal growth factor-like domains protein 6 OS=Homo sapiens GN=MEGF6 PE=1 SV=4 CONCAT=15	Homo sapiens
Q96ST2	C	canonical	  1.000	  1.000	4	  0.141	3	2	2q14.3	128238382	128284044	-			Q96ST2	198	5				IWS1_HUMAN Protein IWS1 homolog OS=Homo sapiens GN=IWS1 PE=1 SV=2 CONCAT=3	Homo sapiens
Q8N4Q1	C	canonical	  1.000	  1.000	17	  4.390	7	3	3p25.1	14153580	14166370	-			Q8N4Q1	199	2				MIA40_HUMAN Mitochondrial intermembrane space import and assembly protein 40 OS=Homo sapiens GN=CHCHD4 PE=1 SV=1 CONCAT=1	Homo sapiens
Q8TCJ2	C	canonical	  1.000	  1.000	42	  1.627	15	3	3p23	31574282	31679112	+			Q8TCJ2	200	1				STT3B_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B OS=Homo sapiens GN=STT3B PE=1 SV=1 CONCAT=2	Homo sapiens
P41743	C	canonical	  1.000	  1.000	12	  0.775	10	3	3q26.2	169940153	170023769	+			P41743	201	1				KPCI_HUMAN Protein kinase C iota type OS=Homo sapiens GN=PRKCI PE=1 SV=2 CONCAT=4	Homo sapiens
P23470	C	canonical	  1.000	  1.000	3	  0.065	3	3	3p14.2	61547585	62279004	+			P23470	202	2				PTPRG_HUMAN Receptor-type tyrosine-protein phosphatase gamma OS=Homo sapiens GN=PTPRG PE=1 SV=4 CONCAT=9	Homo sapiens
P26022	C	canonical	  1.000	  1.000	13	  1.007	8	3	3q25.32	157154578	157161417	+			P26022	203	1				PTX3_HUMAN Pentraxin-related protein PTX3 OS=Homo sapiens GN=PTX3 PE=1 SV=3 CONCAT=12	Homo sapiens
P02775	C	canonical	  1.000	  1.000	10	  2.214	5	4	4q13.3	74852755	74853914	-			P02775	204	1				CXCL7_HUMAN Platelet basic protein OS=Homo sapiens GN=PPBP PE=1 SV=3 CONCAT=19	Homo sapiens
P15088	C	canonical	  1.000	  1.000	41	  2.762	5	3	3q24	148583043	148614983	+			P15088	205	1				CBPA3_HUMAN Mast cell carboxypeptidase A OS=Homo sapiens GN=CPA3 PE=1 SV=2 CONCAT=11	Homo sapiens
O75394	C	canonical	  1.000	  1.000	2	  1.033	2	2	2p23.2	27994584	28002608	+			O75394	206	2				RM33_HUMAN 39S ribosomal protein L33, mitochondrial OS=Homo sapiens GN=MRPL33 PE=1 SV=1 CONCAT=1	Homo sapiens
P25815	C	canonical	  1.000	  1.000	6	  2.324	3	4	4p16.1	6694796	6698896	+			P25815	207	1				S100P_HUMAN Protein S100-P OS=Homo sapiens GN=S100P PE=1 SV=2 CONCAT=1	Homo sapiens
Q8N568	C	canonical	  1.000	  1.000	5	  0.194	5	4	4q31.23	150999426	151178609	+			Q8N568	208	5				DCLK2_HUMAN Serine/threonine-protein kinase DCLK2 OS=Homo sapiens GN=DCLK2 PE=2 SV=4 CONCAT=4	Homo sapiens
P62312	C	canonical	  1.000	  1.000	14	  3.615	6	4	4q31.22	147096837	147111196	+			P62312	209	1				LSM6_HUMAN U6 snRNA-associated Sm-like protein LSm6 OS=Homo sapiens GN=LSM6 PE=1 SV=1 CONCAT=1	Homo sapiens
Q96DG6	C	canonical	  1.000	  1.000	86	  8.328	20	5	5p15.2	10279389	10308138	-			Q96DG6	210	1				CMBL_HUMAN Carboxymethylenebutenolidase homolog OS=Homo sapiens GN=CMBL PE=1 SV=1 CONCAT=3	Homo sapiens
Q8WVY7	C	canonical	  1.000	  1.000	14	  1.356	10	5	5q33.3	158690089	158713044	+			Q8WVY7	211	1				UBCP1_HUMAN Ubiquitin-like domain-containing CTD phosphatase 1 OS=Homo sapiens GN=UBLCP1 PE=1 SV=2 CONCAT=2	Homo sapiens
