NextprotID	SeqLength	MW	IsoPoint	TMDomains	SubcellLocations	Diseases	ProteinExistence	Chr
NX_Q7Z7L9	614	69547	7.04	0	Nucleus;Cytosol;Nucleoplasm	NA	PE1	15
NX_Q7Z7M0	2845	303100	6.45	1	Membrane	Carpenter syndrome 2	PE1	19
NX_Q7Z7M1	963	104087	8.33	7	Membrane	NA	PE2	9
NX_Q7Z7M8	397	43396	8.66	1	Golgi apparatus membrane	NA	PE1	19
NX_Q7Z7M9	940	106266	9.51	1	Cytosol;Golgi apparatus membrane;Nucleolus;Golgi apparatus;Cytoplasmic vesicle	NA	PE1	2
NX_Q7Z7N9	219	23550	8.1	4	Nucleus speckle;Membrane	NA	PE1	11
NX_Q86SE5	291	32331	7.69	0	Nucleoplasm	NA	PE1	8
NX_Q86SE8	214	24152	4.97	0	Nucleus;Nucleolus;Nucleus	NA	PE1	8
NX_Q86SE9	256	29714	6.11	0	Centrosome;Nucleoplasm;Nucleolus;Nucleus	NA	PE1	10
NX_Q86SF2	657	75389	6.67	1	Nucleus;Golgi apparatus membrane;Golgi apparatus	NA	PE1	4
NX_Q86SG2	305	34297	9.51	0	Nucleus;Nucleoplasm;Cytoskeleton	NA	PE1	2
NX_Q86SG3	579	64785	9.23	0	Cytoplasm;Nucleus	Spermatogenic failure Y-linked 2	PE1	Y
NX_Q86SG4	172	20403	9.89	0	NA	NA	PE5	15
NX_Q86SG5	101	11305	6.89	0	Cytoplasm	NA	PE1	1
NX_Q86SG6	692	74806	8.02	0	Cytoplasm;Cytoskeleton;Cilium	Renal-hepatic-pancreatic dysplasia 2;Nephronophthisis 9	PE1	17
NX_Q86SG7	212	23498	9.03	0	Secreted	NA	PE1	2
NX_Q86SH2	424	45873	9.31	0	Cytoplasm	NA	PE1	4
NX_Q86SH4	94	10756	9.57	0	Secreted	NA	PE5	20
NX_Q86SI9	138	15091	11.42	0	Secreted;Cytoplasmic vesicle;Golgi apparatus	NA	PE2	5
NX_Q86SJ2	522	57934	8.73	1	Cell membrane;Cell membrane;Cytosol;Nucleus;Golgi apparatus	NA	PE1	12
NX_Q86SJ6	1040	113824	4.42	1	Desmosome;Cell membrane	Hypotrichosis 6	PE1	18
NX_Q86SK9	330	37610	9.65	4	Endoplasmic reticulum membrane	NA	PE1	4
NX_Q86SM5	289	31518	9.59	7	Cell membrane	NA	PE2	11
NX_Q86SM8	312	34286	8.49	7	Cell membrane	NA	PE2	11
NX_Q86SP6	731	80984	6.56	7	Cell membrane	NA	PE2	3
NX_Q86SQ0	1253	142158	7.06	0	Membrane;Cell membrane;Cytosol;Cytoplasm	NA	PE1	3
NX_Q86SQ3	457	50903	8.7	7	Cell membrane;Secreted	NA	PE5	19
NX_Q86SQ4	1221	136695	8.18	7	Cell membrane	Lethal congenital contracture syndrome 9	PE1	6
NX_Q86SQ6	560	60885	8.25	7	Membrane	NA	PE1	10
NX_Q86SQ7	713	82682	5.59	0	Centrosome;Cytoplasm;Cell junction;Centriole	Senior-Loken syndrome 7;Bardet-Biedl syndrome 16	PE1	1
NX_Q86SQ9	333	38657	8.56	0	Cell membrane;Endoplasmic reticulum membrane	Retinitis pigmentosa 59	PE1	1
NX_Q86SR1	603	68992	8.84	1	Nucleoplasm;Cell membrane;Golgi apparatus;Golgi apparatus membrane	NA	PE1	5
NX_Q86SS6	491	56188	6.79	1	Synaptic vesicle membrane	NA	PE1	11
NX_Q86SU0	546	62815	9.12	1	Cell membrane;Cytosol	Deafness, autosomal recessive, 42	PE1	3
NX_Q86SX3	495	54231	8.4	0	Cytosol;Nucleoplasm;Golgi apparatus	NA	PE1	14
NX_Q86SX6	157	16628	6.28	0	Mitochondrion;Mitochondrion matrix	Anemia, sideroblastic, 3, pyridoxine-refractory;Spasticity, childhood-onset, with hyperglycinemia	PE1	14
NX_Q86SY8	53	5770	5.43	0	NA	NA	PE5	14
NX_Q86SZ2	158	17983	8.88	0	Endoplasmic reticulum;Endoplasmic reticulum;cis-Golgi network	NA	PE1	14
NX_Q86T03	277	29470	9.24	2	Late endosome membrane;Lysosome membrane	NA	PE1	14
NX_Q86T13	490	51636	5.98	1	Golgi apparatus;Endoplasmic reticulum;Membrane	NA	PE1	14
NX_Q86T20	159	17113	9.03	0	Secreted	NA	PE2	6
NX_Q86T23	111	12396	4.45	0	NA	NA	PE5	1
NX_Q86T24	672	74484	4.97	0	Nucleus;Cytosol;Nucleus;Cell membrane;Nucleus;Cytoplasm	NA	PE1	X
NX_Q86T26	416	46337	9.04	1	Endoplasmic reticulum;Cell membrane	NA	PE1	4
NX_Q86T29	641	74376	9.32	0	Nucleus;Nucleoplasm;Cytoplasmic vesicle	NA	PE1	12
NX_Q86T65	1068	123499	6.36	0	Cytosol;Nucleus	NA	PE1	6
NX_Q86T75	865	99433	4.75	0	Cytoplasm	NA	PE2	1
NX_Q86T82	979	110170	5.87	0	Nucleus;Nucleolus;Nucleus	NA	PE1	2
NX_Q86T90	577	65373	8.36	0	Lipid droplet;Cytoplasmic vesicle;Nucleus speckle	NA	PE1	18
NX_Q86T96	592	68254	8.89	1	Endoplasmic reticulum membrane;Cytosol;Nucleus envelope	NA	PE1	5
NX_Q86TA1	216	25464	8.72	0	NA	NA	PE1	9
NX_Q86TA4	180	19528	7.57	0	NA	NA	PE5	2
NX_Q86TB3	2170	237013	5.14	0	Cytosol	NA	PE1	18
NX_Q86TB9	770	86850	6.22	0	Cytosol;Nucleus speckle;PML body;P-body;Nucleus	NA	PE1	11
NX_Q86TC9	1320	145257	6.33	0	Cytoskeleton;Nucleus;Cytosol;Cytoplasm;Sarcomere;Cytoplasmic vesicle;Nucleus;Z line	Cardiomyopathy, familial hypertrophic 22;Cardiomyopathy, dilated 1KK;Nemaline myopathy 11;Cardiomyopathy, familial restrictive 4	PE1	10
NX_Q86TD4	932	100788	4.34	0	Sarcoplasmic reticulum lumen	NA	PE1	16
NX_Q86TE4	346	38958	8.9	0	Secreted;Cell membrane;Nucleoplasm;Cytosol	NA	PE1	11
NX_Q86TG1	271	28835	5.45	6	Nucleoplasm;Cytoplasmic vesicle;Cell membrane	NA	PE1	2
NX_Q86TG7	708	80173	5.94	0	Cytosol;Cytoplasm;Nucleus;Nucleus	NA	PE1	7
NX_Q86TH1	951	104621	6.02	0	Cytoplasmic vesicle;Nucleoplasm;Secreted	Geleophysic dysplasia 1	PE1	9
NX_Q86TI0	1168	133084	6.52	0	Nucleolus;Nucleus	NA	PE1	4
NX_Q86TI2	863	98263	6.01	0	Cytosol;Cytosol;Nucleus	NA	PE1	19
NX_Q86TI4	376	40731	8.54	0	NA	NA	PE2	7
NX_Q86TJ2	420	48470	7.93	0	Nucleus speckle;Nucleus	NA	PE1	4
NX_Q86TJ5	538	60582	7.56	0	Nucleolus;Nucleoplasm;Nucleus	NA	PE1	19
NX_Q86TL0	474	52922	8.93	0	Mitochondrion matrix;Cytoplasm;Cytoplasm	NA	PE1	19
NX_Q86TL2	294	33187	8.28	5	Cytosol;Endoplasmic reticulum membrane	NA	PE1	3
NX_Q86TM3	631	71154	9.16	0	Nucleus	NA	PE1	X
NX_Q86TM6	617	67685	6.47	5	Endoplasmic reticulum;Endoplasmic reticulum;Cell membrane;Nucleoplasm;Endoplasmic reticulum membrane	NA	PE1	11
NX_Q86TN4	253	27742	10.01	0	Mitochondrion	NA	PE1	11
NX_Q86TP1	453	50200	5.28	0	Cytoplasm;Focal adhesion;Nucleus;Cytosol	Neurodevelopmental disorder with microcephaly, hypotonia, and variable brain anomalies	PE1	1
NX_Q86TS7	51	6040	4.72	0	NA	NA	PE5	14
NX_Q86TS9	123	13664	10.27	0	Mitochondrion;Mitochondrion	NA	PE1	14
NX_Q86TU6	105	12089	9.74	0	NA	NA	PE5	14
NX_Q86TU7	594	67257	5.72	0	Nucleus;Mitochondrion	NA	PE1	14
NX_Q86TV6	843	94179	6.43	0	Cell membrane;Cytosol;Cell membrane	NA	PE1	14
NX_Q86TW2	530	60577	8.84	0	Nucleoplasm;Secreted	NA	PE1	14
NX_Q86TX2	421	46277	6.9	0	Cytoplasm	NA	PE1	14
NX_Q86TY3	774	84173	4.26	1	Cell membrane;Membrane	NA	PE1	14
NX_Q86TZ1	520	59379	5.95	0	Centrosome	NA	PE1	14
NX_Q86U02	117	13541	6.01	1	Membrane	NA	PE5	14
NX_Q86U06	439	48731	9.86	0	Nucleus;Nucleoplasm;Cytoskeleton	NA	PE1	14
NX_Q86U10	573	60883	5.44	0	NA	NA	PE1	14
NX_Q86U17	422	46989	7.25	0	Secreted	NA	PE1	14
NX_Q86U28	154	16476	5.16	0	Mitochondrion	Multiple mitochondrial dysfunctions syndrome 4	PE1	14
NX_Q86U37	167	18828	9.74	0	NA	NA	PE2	14
NX_Q86U38	636	69438	6.86	0	Cytosol;Nucleus;Nucleolus	NA	PE1	14
NX_Q86U42	306	32749	5.04	0	Cytoplasm;Nucleus;Nucleus speckle;Cytoplasm;Nucleus	Oculopharyngeal muscular dystrophy	PE1	14
NX_Q86U44	580	64474	5.98	0	Nucleus speckle;Cytoplasm;Nucleus	NA	PE1	14
NX_Q86U70	411	46533	6.52	0	Nucleoplasm;Nucleus	NA	PE1	10
NX_Q86U86	1689	192948	6.46	0	Nucleoplasm;Nucleus	Renal cell carcinoma	PE1	3
NX_Q86U90	279	29328	8.9	0	Mitochondrion;Membrane;Mitochondrion	NA	PE1	1
NX_Q86UA1	669	78430	5.26	0	Nucleoplasm;Nucleus	NA	PE1	14
NX_Q86UA6	219	24784	4.93	0	Nucleolus;Nucleus;Cytoplasm;Nucleus;PML body	NA	PE1	17
NX_Q86UB2	503	56774	9.15	0	Nucleus;Cytoplasm;Nucleoplasm	NA	PE1	13
NX_Q86UB9	458	52291	9.53	6	Peroxisome membrane;Cytoplasmic vesicle;Mitochondrion membrane	NA	PE1	11
NX_Q86UC2	560	63687	5.53	0	Cytoplasmic vesicle;Cell membrane;Cytosol;Cilium axoneme	Ciliary dyskinesia, primary, 32	PE1	6
NX_Q86UD0	394	42637	9.14	0	Cytosol;Cytoplasm;Nucleus;Cell cortex;Apical cell membrane;Tight junction;Nucleolus;Nucleus	NA	PE1	9
NX_Q86UD1	273	30688	6.39	0	Nucleus	NA	PE1	11
NX_Q86UD3	253	28504	8.58	2	Cytoplasmic vesicle membrane;Early endosome membrane	NA	PE1	5
NX_Q86UD4	541	61725	8.94	0	Nucleus membrane;Nucleoplasm;Nucleus	NA	PE1	19
NX_Q86UD5	537	57564	6.28	12	Apical cell membrane;Basolateral cell membrane;Flagellum membrane;Mitochondrion membrane;Cell membrane;Synaptic vesicle membrane;Endosome membrane;Nucleoplasm;Cell junction	NA	PE1	4
NX_Q86UD7	250	28839	9.74	0	NA	NA	PE2	17
NX_Q86UE3	836	98405	8.94	0	Cytosol;Nucleus;Nucleus	NA	PE1	19
NX_Q86UE4	582	63837	9.33	1	Endoplasmic reticulum;Endoplasmic reticulum membrane;Nucleus membrane;Endoplasmic reticulum;Tight junction;Nucleolus;Perinuclear region	NA	PE1	8
NX_Q86UE6	522	58641	7.01	1	Cell membrane;Postsynaptic cell membrane	NA	PE1	2
NX_Q86UE8	772	87661	8.65	0	Nucleus;Cytoskeleton;Perinuclear region	NA	PE1	17
NX_Q86UF1	283	31538	6.85	4	Cytoskeleton;Cell membrane	NA	PE1	7
NX_Q86UF2	777	87900	5.09	1	Membrane	NA	PE2	7
NX_Q86UF4	302	34103	9.62	0	Cytoplasmic vesicle	NA	PE2	1
NX_Q86UG4	719	79232	8.93	12	Cell membrane	NA	PE1	5
NX_Q86UK0	2595	293237	7.89	14	Membrane	Ichthyosis, congenital, autosomal recessive 4A;Ichthyosis, congenital, autosomal recessive 4B	PE1	2
NX_Q86UK5	1308	147948	6.53	1	Mitochondrion;Cell membrane;Cilium basal body;Cilium;Cilium membrane;Nucleus	Ellis-van Creveld syndrome;Acrofacial dysostosis, Weyers type	PE1	4
NX_Q86UK7	904	98637	8.75	0	Cytosol;Cell membrane	NA	PE1	16
NX_Q86UL3	456	52071	9.28	2	Endoplasmic reticulum membrane	NA	PE1	8
NX_Q86UL8	1455	158754	5.95	0	Synaptosome;Cytoplasm;Late endosome;Cell membrane	Nephrotic syndrome 15	PE1	7
NX_Q86UN2	441	49065	9.25	0	Cell membrane;Membrane raft;Perikaryon;Cell projection	NA	PE1	17
NX_Q86UN3	420	46106	7.58	0	Axon;Cell membrane;Membrane raft;Dendrite;Perikaryon	NA	PE1	11
NX_Q86UN6	197	22815	6.31	0	Cytoplasm	NA	PE1	X
NX_Q86UP0	819	87752	4.65	1	Nucleoplasm;Cell membrane	NA	PE1	14
NX_Q86UP2	1357	156275	5.52	1	Endoplasmic reticulum membrane;Endoplasmic reticulum	NA	PE1	14
NX_Q86UP3	3567	393730	5.94	0	Nucleus;Nucleoplasm;Nucleolus	NA	PE1	8
NX_Q86UP6	607	68153	6.05	1	Nucleolus;Cytoplasmic vesicle;Secretory vesicle membrane	NA	PE1	10
NX_Q86UP8	949	107231	5.6	0	Nucleus	NA	PE1	7
NX_Q86UP9	236	25769	5.69	4	Membrane;Cytoplasmic vesicle	NA	PE2	7
NX_Q86UQ0	364	41189	8.61	0	Nucleoplasm;Nucleus	NA	PE1	3
NX_Q86UQ4	5058	576159	6.01	14	Cytoplasmic vesicle;Membrane;Centrosome;Cytosol	NA	PE1	7
NX_Q86UQ5	136	15623	7.12	1	Membrane	NA	PE5	18
NX_Q86UQ8	179	19019	9.46	0	Nucleus	NA	PE1	7
NX_Q86UR1	476	50933	6.06	0	Cytoplasm;Cell membrane;Cytoplasmic vesicle	NA	PE1	9
NX_Q86UR5	1692	189073	9.68	0	Cell membrane;Presynaptic cell membrane;Synapse	Cone-rod dystrophy 7	PE1	6
NX_Q86US8	1419	160462	6.66	0	Nucleolus;Nucleolus;Cytosol;Cytosol;Telomere	NA	PE1	17
NX_Q86UT5	571	61032	6.24	0	Cell membrane;Cytoplasm	NA	PE1	11
NX_Q86UT6	975	107616	7	0	Cell membrane;Cell junction;Mitochondrion;Mitochondrion outer membrane	NA	PE1	11
NX_Q86UT8	332	37974	8.48	0	Cytoplasm;Nucleus	NA	PE1	11
NX_Q86UU0	1499	157129	8.79	0	Nucleoplasm;Nucleus	NA	PE1	11
NX_Q86UU1	1377	151162	8.85	0	Nucleoplasm	NA	PE1	11
NX_Q86UU5	652	66699	10.3	0	NA	NA	PE1	19
NX_Q86UU9	113	12305	5.24	0	Secreted	NA	PE1	17
NX_Q86UV5	1035	119032	5.75	0	Nucleus;Nucleoplasm;Cytoplasm;Cytosol;Mitochondrion	NA	PE1	1
NX_Q86UV6	250	28547	5.84	0	NA	NA	PE1	7
NX_Q86UV7	250	28517	5.95	0	NA	NA	PE2	7
NX_Q86UW1	340	37735	8.89	7	Cell membrane;Endoplasmic reticulum membrane	NA	PE1	3
NX_Q86UW2	128	14346	4.58	1	Mitochondrion;Cytoplasmic vesicle;Cell membrane	NA	PE1	15
NX_Q86UW6	1770	198801	5.11	0	Centrosome;Cell membrane;Cytoplasm;Nucleoplasm	NA	PE1	4
NX_Q86UW7	1296	147735	5.83	0	Cytoplasmic vesicle membrane;Synapse;Nucleoplasm;Cytoplasmic vesicle	NA	PE1	7
NX_Q86UW8	402	42801	9.12	0	Extracellular matrix	NA	PE1	19
NX_Q86UW9	622	67246	8.79	0	Nucleus membrane;Cytoplasm;Nucleoplasm;Nucleus	NA	PE1	7
NX_Q86UX2	942	104576	8.47	0	Secreted;Golgi apparatus;Cytoplasmic vesicle	NA	PE1	10
NX_Q86UX6	486	54994	6.16	0	NA	NA	PE1	10
NX_Q86UX7	667	75953	6.53	0	Cytoplasmic vesicle;Podosome	Leukocyte adhesion deficiency 3	PE1	11
NX_Q86UY5	434	47458	9.04	0	Nucleoplasm;Cytoplasm	NA	PE1	8
NX_Q86UY6	237	27194	7.06	0	Nucleus;Nucleus;Cytoplasm	NA	PE1	11
NX_Q86UY8	548	63420	8.46	0	Cytosol;Mitochondrion	NA	PE1	12
NX_Q86UZ6	589	64083	5.55	0	Nucleus;Nucleus	NA	PE1	20
NX_Q86V15	1759	190069	6.59	0	Cytosol;Nucleus;Nucleoplasm	NA	PE1	1
NX_Q86V20	835	93705	6.41	0	Nucleoplasm;Cytoskeleton	NA	PE1	10
NX_Q86V21	672	75144	5.86	0	Cytosol;Cytoplasmic vesicle	NA	PE1	12
NX_Q86V24	386	43884	6.11	7	Cell membrane	NA	PE1	12
NX_Q86V25	355	40450	10.02	0	Secreted;Cytosol	NA	PE1	1
NX_Q86V35	215	24453	4.56	1	trans-Golgi network membrane;Perinuclear region;Cell membrane	NA	PE1	22
NX_Q86V40	505	57676	9.03	1	Cell membrane	NA	PE1	2
NX_Q86V42	546	60104	6.12	0	Nucleus;Cytosol	NA	PE1	13
NX_Q86V48	1076	120275	8.67	0	Cytosol;Cytoplasmic vesicle;Nucleus;Cytoskeleton	NA	PE1	1
NX_Q86V59	439	48161	9.09	0	Nucleus;Nucleoplasm;Nucleus;Cytosol	NA	PE1	19
NX_Q86V71	674	78152	9.5	0	Nucleus;Nucleus	NA	PE2	19
NX_Q86V81	257	26888	11.15	0	Nucleus;Nucleus speckle;Cytoplasm;Nucleus	NA	PE1	17
NX_Q86V85	440	49395	7.01	7	Membrane;Cytoplasmic vesicle	NA	PE1	13
NX_Q86V86	326	35891	5.75	0	Cytosol;Cytoplasm	NA	PE1	22
NX_Q86V87	743	82340	5.27	0	Cytosol;Nucleoplasm	NA	PE1	8
NX_Q86V88	176	20109	5.95	0	Nucleoplasm	NA	PE1	14
NX_Q86V97	674	76138	5.74	0	NA	NA	PE1	13
NX_Q86VB7	1156	125451	5.61	1	Cell membrane;Cell membrane;Secreted	NA	PE1	12
NX_Q86VD1	984	112881	8.11	0	Nucleus	NA	PE1	3
NX_Q86VD7	318	35409	10.08	6	Mitochondrion inner membrane;Mitochondrion	NA	PE1	19
NX_Q86VD9	579	63471	8.66	8	Endoplasmic reticulum membrane;Cytoplasmic vesicle	NA	PE2	3
NX_Q86VE0	399	42508	10.08	0	Nucleoplasm;Nucleus	NA	PE1	19
NX_Q86VE3	508	55833	5.17	0	NA	NA	PE1	X
NX_Q86VE9	423	47009	7.88	9	Nucleus;Cell membrane;Perinuclear region;Golgi apparatus;Cytoplasmic vesicle	NA	PE1	5
NX_Q86VF2	1251	137763	7.51	0	Midbody ring;Nucleus;Z line	NA	PE1	1
NX_Q86VF5	341	38730	8.86	3	Centrosome;Endoplasmic reticulum membrane	NA	PE1	7
NX_Q86VF7	1730	197074	9.24	0	Centrosome	NA	PE1	10
NX_Q86VG3	221	25407	4.39	0	Cytosol	NA	PE1	11
NX_Q86VH2	1401	160283	6.9	0	Cytoskeleton;Cilium	NA	PE1	9
NX_Q86VH4	590	67217	9.12	1	Postsynaptic cell membrane;Cell membrane	NA	PE1	2
NX_Q86VH5	581	65896	9.28	1	Cell membrane;Postsynaptic cell membrane	NA	PE1	10
NX_Q86VI1	746	81678	5.44	0	Cell membrane;Cytoplasmic vesicle;Secretory vesicle	NA	PE2	16
NX_Q86VI3	1631	184699	7.34	0	Nucleolus;Nucleus	NA	PE1	1
NX_Q86VI4	370	41146	9.22	4	Golgi apparatus;Late endosome membrane;Cell membrane;Cell projection;Lysosome membrane;Endomembrane system;Endosome membrane;Multivesicular body membrane;Multivesicular body lumen	NA	PE1	8
NX_Q86VK4	478	52113	5.86	0	Nucleus;Nucleus	NA	PE1	14
NX_Q86VL8	602	65085	8.63	13	Endoplasmic reticulum;Cell membrane	NA	PE1	17
NX_Q86VM9	953	106378	8.39	0	Nucleus;Nucleus speckle	NA	PE1	16
NX_Q86VN1	386	43817	6.75	0	Cytoplasm;Endosome;Late endosome;Cell membrane;Cell junction;Lysosome;Cytoplasmic vesicle;Membrane;Nucleus	NA	PE1	13
NX_Q86VP1	789	90877	5.3	0	Nucleoplasm;Cytosol;Nucleus	NA	PE1	7
NX_Q86VP3	889	97702	6.15	0	Mitochondrion;Endoplasmic reticulum;Mitochondrion	NA	PE1	14
NX_Q86VP6	1230	136376	5.52	0	Cytosol;Golgi apparatus;Cytoplasm;Nucleus;Nucleoplasm	NA	PE1	12
NX_Q86VQ0	697	80554	7.31	0	Centrosome;Cilium basal body;Cilium axoneme;Cytoskeleton	Leber congenital amaurosis 5	PE1	6
NX_Q86VQ1	547	58024	9.54	0	Nucleolus	NA	PE1	7
NX_Q86VQ3	553	60404	4.81	0	Cytoplasm;Cytosol;Nucleus	NA	PE1	18
NX_Q86VQ6	643	70683	8.13	0	Nucleus;Microsome;Cytoplasm;Endoplasmic reticulum	NA	PE1	3
NX_Q86VR2	466	51396	4.83	3	Membrane;Nucleoplasm;Cytosol;Nucleus membrane	NA	PE1	17
NX_Q86VR7	867	91625	7.91	1	Nucleus;Membrane	NA	PE1	19
NX_Q86VR8	437	48507	10.66	0	Cytoplasmic vesicle;Secreted	NA	PE2	11
NX_Q86VS3	1027	117349	9.19	0	Cytosol	NA	PE1	15
NX_Q86VS8	718	83126	5.12	0	Cytoskeleton;Cytosol;Golgi apparatus;Microtubule organizing center;Golgi apparatus	NA	PE1	8
NX_Q86VU5	262	28809	8.71	1	Membrane;Golgi apparatus;Cell membrane;Cytosol	NA	PE1	10
NX_Q86VV4	465	52211	9.15	0	Nucleoplasm;Cytoplasm;Nucleus	NA	PE1	5
NX_Q86VV8	2226	248630	6.25	0	Cilium basal body	Microcephaly, short stature, and polymicrogyria with or without seizures	PE1	18
NX_Q86VW0	696	79348	4.99	0	Cytosol;Microtubule organizing center	NA	PE1	2
NX_Q86VW1	577	64614	8.44	12	Membrane;Cell membrane	NA	PE1	6
NX_Q86VW2	580	63843	6.19	0	Cytoplasmic vesicle;Cell membrane;Sarcomere	NA	PE1	12
NX_Q86VX2	200	22540	5.69	0	Cytoplasmic vesicle;Cytoplasmic vesicle	NA	PE1	20
NX_Q86VX9	555	62131	5.9	0	Cytosol	NA	PE1	3
NX_Q86VY4	417	45143	9.57	0	Cytosol;Golgi apparatus	NA	PE1	8
NX_Q86VY9	491	54356	9.24	2	Membrane	NA	PE1	6
NX_Q86VZ1	359	40635	9.62	7	Cell membrane	NA	PE1	X
NX_Q86VZ2	330	36338	7.53	0	NA	NA	PE1	3
NX_Q86VZ4	500	53311	6.04	1	Membrane;Mitochondrion	NA	PE1	6
NX_Q86VZ5	419	49208	8.66	5	Cytosol;Golgi apparatus membrane;Nucleoplasm	NA	PE1	10
NX_Q86VZ6	243	27079	8.63	0	Nucleus;Nucleus;Nucleolus	NA	PE1	7
NX_Q86W10	505	59086	9.29	1	Endoplasmic reticulum membrane;Microsome membrane	NA	PE1	1
NX_Q86W11	494	56364	6.24	0	Nucleus;Nucleoplasm;Cytosol	NA	PE1	18
NX_Q86W24	1093	124733	6.18	0	Cytosol	NA	PE1	11
NX_Q86W25	1043	118884	5.43	0	NA	NA	PE1	19
NX_Q86W26	655	75032	6.81	0	Cell membrane;Nucleoplasm;Cytoplasm;Nucleus membrane	NA	PE1	11
NX_Q86W28	1048	119430	8.32	0	Cytoplasm	NA	PE2	19
NX_Q86W33	373	41053	5.72	7	Cytoplasmic vesicle;Membrane	NA	PE1	3
NX_Q86W34	360	41263	8.41	0	Nucleus;Nucleoplasm;Cytosol	NA	PE1	17
NX_Q86W42	341	37535	7.12	0	Nucleus speckle;Nucleus;Nucleoplasm;Nucleus speckle	Beaulieu-Boycott-Innes syndrome	PE1	16
NX_Q86W47	210	23949	6.29	2	Membrane;Cytosol	NA	PE1	12
NX_Q86W50	562	63621	8.08	0	Nucleoplasm;Nucleus;Cytosol	NA	PE1	17
NX_Q86W54	205	23587	7.77	0	Nucleus;Cytosol;Cytoplasm;Nucleolus;Nucleoplasm	NA	PE1	5
NX_Q86W56	976	111110	6.03	0	Mitochondrion matrix;Nucleus;Nucleus;Cytoplasm;Cytoplasmic vesicle;Mitochondrion	NA	PE1	10
NX_Q86W67	206	23752	9.07	0	NA	NA	PE2	2
NX_Q86W74	232	25967	6.65	1	Cytosol;Membrane	NA	PE1	8
NX_Q86W92	1011	114024	5.4	0	Cytoplasm;Cell membrane;Cytosol	NA	PE1	12
NX_Q86WA6	291	32543	9.2	0	Mitochondrion;Nucleoplasm	NA	PE1	6
NX_Q86WA8	852	94617	6.88	0	Peroxisome matrix	NA	PE1	16
NX_Q86WA9	606	65299	7.02	12	Golgi apparatus;Nucleoplasm;Cytoplasmic vesicle;Cell membrane;Lysosome membrane	NA	PE1	17
NX_Q86WB0	502	55262	5.44	0	Nucleus;Nucleus;Nucleus membrane;Nucleus	NA	PE1	7
NX_Q86WB7	457	50270	7.46	11	Cell membrane	NA	PE1	6
NX_Q86WC4	334	37257	5.69	1	Lysosome membrane;Nucleus;Cytoplasmic vesicle;Cytosol	Osteopetrosis, autosomal recessive 5	PE1	6
NX_Q86WC6	154	17438	6.51	0	NA	NA	PE1	17
NX_Q86WD7	417	46557	9.58	0	Secreted;Cytoplasm;Membrane	NA	PE1	14
NX_Q86WG3	371	42120	4.54	0	Mitochondrion envelope;Cytoplasm;Synapse;Dendrite;Axon	Cerebellar ataxia, cayman type	PE1	19
NX_Q86WG5	1849	208464	6.62	0	Cytosol;Nucleoplasm;Cytoskeleton;Cytoplasm;Membrane	Charcot-Marie-Tooth disease 4B2	PE1	11
NX_Q86WH2	238	27562	7.02	0	Cytoplasm;Cytoskeleton;Cell membrane;Cytosol	NA	PE1	12
NX_Q86WI0	220	23777	8.39	3	Membrane	NA	PE2	X
NX_Q86WI1	4243	465734	5.71	1	Membrane	NA	PE1	8
NX_Q86WI3	1866	204595	5.99	0	Centrosome;Cytoplasm	NA	PE1	16
NX_Q86WJ1	897	100984	6.45	0	Nucleus;Nucleoplasm	NA	PE1	1
NX_Q86WK6	493	55239	6.22	1	Cell membrane;Nucleoplasm;Nucleus;Perikaryon;Dendrite;Axon	NA	PE1	1
NX_Q86WK7	504	55250	8.11	1	Membrane	NA	PE2	3
NX_Q86WK9	346	39719	6.99	7	Cytosol;Cell membrane	NA	PE1	1
NX_Q86WN1	690	76942	5.23	0	Cytosol;Nucleoplasm	NA	PE1	5
NX_Q86WN2	208	24414	8.75	0	Secreted	NA	PE2	9
NX_Q86WP2	473	53339	6.56	0	Cytoplasm;Cytosol;Cell membrane;Cytoplasmic vesicle;Nucleus;Cytoplasm	NA	PE1	5
NX_Q86WQ0	139	15876	5.77	0	Nucleus;Nucleoplasm	NA	PE1	19
NX_Q86WR0	208	24479	6.34	0	Nucleoplasm;Cytosol;Golgi apparatus	NA	PE1	8
NX_Q86WR6	236	27182	9.65	0	Nucleoplasm;Cytoplasmic vesicle	NA	PE2	17
NX_Q86WR7	435	45802	6.74	0	Cytosol;Cell membrane	NA	PE1	10
NX_Q86WS3	158	17971	4.71	0	Secreted	NA	PE1	11
NX_Q86WS4	652	74505	8.21	0	NA	NA	PE1	12
NX_Q86WS5	348	38605	8.91	1	Membrane	NA	PE1	12
NX_Q86WT1	665	76136	5.11	0	Cilium	NA	PE1	2
NX_Q86WT6	500	57419	6.04	0	Nucleus speckle;Nucleus;Cytoplasm	NA	PE1	15
NX_Q86WU2	507	54871	6.2	0	Mitochondrion;Cytosol	NA	PE1	16
NX_Q86WV1	359	41432	4.47	0	Cell membrane;Nucleus;Cytoplasm	NA	PE1	17
NX_Q86WV5	123	13856	7.76	0	Nucleus;Nucleus;Telomere	NA	PE1	17
NX_Q86WV6	379	42193	6.6	4	Cytosol;Cytoplasm;Perinuclear region;Cell membrane;Mitochondrion outer membrane;Endoplasmic reticulum membrane	STING-associated vasculopathy, infantile-onset	PE1	5
NX_Q86WW8	74	8376	8.97	0	Mitochondrion	Cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 3	PE1	2
